ID,POIID,Distance
4523184,POI3,674.2112278398075
4523251,POI3,574.7565039488518
4523347,POI3,591.7627511776319
4523389,POI3,591.7627511776319
4523439,POI3,576.347680804376
4523455,POI3,666.9416656643995
4523508,POI3,666.9416656643995
4523593,POI3,588.2795752836279
4523720,POI3,569.6477373989126
4523782,POI3,573.2728103037383
4523866,POI3,597.2406506379064
4523953,POI3,675.7481451270384
4523994,POI3,675.7481451270384
4524010,POI3,839.3511438226404
4524024,POI3,565.8870038921544
4524055,POI3,565.8870038921544
4524106,POI3,839.3511438226404
4524183,POI3,839.3511438226404
4524225,POI3,629.3209480367132
4524238,POI3,673.3328329702291
4524303,POI3,773.2547184567475
4524358,POI3,676.0808358102129
4524446,POI3,594.6146644257154
4524506,POI3,600.1549499664955
4524565,POI3,600.1549499664955
4524580,POI3,592.0914680121169
4524615,POI3,597.3787433319694
4524646,POI3,591.5603298000057
4524688,POI3,597.3787433319694
4524714,POI3,565.8870038921544
4524786,POI3,837.025120365955
4524796,POI3,597.5404191314042
4524844,POI3,827.8503086062341
4524928,POI3,596.6193654060354
4524939,POI3,595.620647967634
4524947,POI3,596.1140522230954
4524955,POI3,569.6477373989126
4525025,POI3,754.7547840365379
4525101,POI1,480.7344500350864
4525142,POI3,525.2063264090059
4525261,POI3,673.3328329702291
4525324,POI3,596.9319139426246
4525382,POI3,830.3018286332347
4525479,POI1,13.296338271309097
4525558,POI1,480.7344500350864
4525612,POI1,5.416846823637628
4525746,POI3,601.406072732324
4525757,POI3,569.6477373989126
4525800,POI3,569.8117922655933
4525869,POI1,8.049996827298065
4526024,POI1,282.6628457525736
4526111,POI1,430.18280478265063
4526136,POI3,551.9568593303272
4526210,POI3,527.2892446883714
4526337,POI3,532.2967348460517
4526420,POI1,288.88424938320674
4526426,POI3,219.46152613300868
4526443,POI1,292.1879066249261
4526505,POI3,501.2315236070803
4526625,POI3,569.8117922655933
4526695,POI3,514.015664091096
4526775,POI1,160.92204710608817
4526821,POI1,288.88424938320674
4526865,POI3,526.712492085545
4526950,POI1,296.1998957494164
4527041,POI3,667.225767591775
4527101,POI3,510.28290946688105
4527148,POI1,254.44031457411285
4527192,POI3,507.1749434252697
4527235,POI3,597.2406506379064
4527267,POI1,267.99548482591536
4527346,POI3,580.4127402865989
4527396,POI1,279.4649002371474
4527441,POI3,552.3059603564968
4527443,POI3,530.2997051262997
4527536,POI1,8.616647746434232
4527537,POI1,346.8252541946862
4527556,POI3,520.8537902975071
4527583,POI1,12.311766171658135
4527587,POI1,275.79200180059235
4527628,POI3,1231.6557042597483
4527720,POI3,505.81619983963213
4527727,POI1,10.250533390817349
4527798,POI1,12.311766171658135
4527807,POI3,508.57014764466464
4527830,POI3,9.162764443845465
4527882,POI3,566.0771521060294
4527890,POI3,510.28290946688105
4527967,POI3,503.6789341383228
4528009,POI1,275.8406643288444
4528078,POI3,550.2683410459401
4528166,POI1,292.7972843391947
4528350,POI3,7.426107594738726
4528470,POI3,493.64237652951283
4528481,POI3,510.28290946688105
4528651,POI1,8.727918310220508
4528676,POI1,269.50739530086946
4528678,POI1,7.174704855038398
4528767,POI3,491.82700077678237
4528809,POI1,26.169692658297407
4528850,POI1,268.7588679967722
4528952,POI3,527.2892446883714
4529001,POI3,492.11040868301865
4529076,POI1,197.8096351908165
4529149,POI3,527.2342501473272
4529202,POI1,9.388925576194625
4529220,POI1,31.37321467526348
4529292,POI1,269.50739530086946
4529367,POI1,1.599423270346464
4529461,POI3,836.6775934572111
4529554,POI3,506.5049535498597
4529643,POI1,297.0116911555384
4529735,POI3,427.28273960443835
4529826,POI1,8.727918310220508
4529862,POI1,281.8292824000857
4529945,POI1,432.5735374393028
4530039,POI3,489.24993432136625
4530051,POI3,452.69685602169716
4530079,POI1,26.281805475306328
4530117,POI3,489.24993432136625
4530158,POI3,525.8684632524408
4530203,POI3,506.34076572096313
4530252,POI1,22.417604428521972
4530326,POI1,278.60221924053565
4530366,POI1,7.454730640112899
4530373,POI1,819.7722188398532
4530411,POI3,496.34922110136324
4530503,POI1,298.3854841059005
4530595,POI1,277.80744103256296
4530606,POI1,377.9484819173109
4530674,POI3,496.34922110136324
4530743,POI1,303.940347836142
4530820,POI4,153.20560997789278
4530905,POI1,281.41663429353383
4530927,POI1,376.79106618302256
4531063,POI3,138.5298327725436
4531095,POI3,138.5298327725436
4531193,POI1,280.66127148006285
4531255,POI3,501.817624934018
4531256,POI1,480.7344500350864
4531268,POI3,505.9663961563978
4531295,POI3,402.736324064729
4531373,POI1,267.3101406397975
4531513,POI3,496.34922110136324
4531541,POI3,566.0771521060294
4531598,POI3,585.4374380568045
4531631,POI3,552.9117808131822
4531653,POI3,643.0491301196213
4531745,POI3,483.7248772707245
4531777,POI3,773.2547184567475
4531798,POI1,11.490435904700313
4531843,POI1,143.9401668959844
4531849,POI3,660.8533903084401
4531924,POI1,279.4649002371474
4531954,POI1,15.629890824782363
4532007,POI1,21.509580694246548
4532091,POI1,330.888640317912
4532274,POI1,815.587907459268
4532333,POI3,496.3347581314709
4532402,POI1,303.940347836142
4532470,POI1,280.6437484188149
4532563,POI1,740.1928631472867
4532586,POI3,588.1939851758685
4532616,POI3,505.72820877030165
4532732,POI1,296.1998957494164
4532853,POI1,279.67363029726664
4532884,POI3,518.8417304642805
4532991,POI1,292.16950648355305
4533139,POI3,588.1939851758685
4533144,POI1,288.88424938320674
4533227,POI1,7.174704855038398
4533231,POI3,526.635600094437
4533268,POI3,496.34922110136324
4533374,POI3,506.1462603446832
4533450,POI3,526.635600094437
4533548,POI3,507.6485147380638
4533630,POI1,1.599423270346464
4533776,POI3,506.52885902922463
4533843,POI1,13.31777727357833
4533920,POI1,13.31777727357833
4533995,POI1,533.3490611907431
4534008,POI1,12.758780091692612
4534106,POI1,480.7344500350864
4534173,POI3,496.34922110136324
4534272,POI3,528.5046202081787
4534273,POI3,11.329019550600696
4534285,POI3,221.83362360404337
4534309,POI3,503.7275302843556
4534383,POI1,377.6743975117237
4534410,POI3,28.561194448275828
4534440,POI1,280.8761188115107
4534509,POI1,275.79200180059235
4534602,POI1,145.40984706350616
4534641,POI1,10.746858695678688
4534704,POI1,29.74230129849651
4534788,POI1,183.26413332829375
4534835,POI1,275.8406643288444
4534904,POI3,507.1749434252697
4534942,POI1,480.7344500350864
4534995,POI3,245.13583475334846
4535091,POI1,279.55449694020103
4535155,POI4,276.07358394303174
4535192,POI3,548.1604464464286
4535228,POI3,504.46446273194306
4535378,POI1,5.416846823637628
4535473,POI1,610.4994389764356
4535605,POI3,492.5333200844163
4535665,POI3,530.9734514060614
4535717,POI1,815.8183518890863
4535757,POI1,272.73092732954643
4535779,POI3,2.0440517967615763
4535817,POI1,143.52705840163296
4535906,POI3,464.41067570325947
4535953,POI1,7.174704855038398
4535967,POI1,281.82796023814177
4536056,POI1,145.89838023580887
4536077,POI1,480.7344500350864
4536237,POI3,494.32343203476347
4536328,POI1,480.7344500350864
4536406,POI1,281.82796023814177
4536489,POI3,505.72820877030165
4536536,POI1,480.7344500350864
4536623,POI1,290.3264813685272
4536740,POI3,271.8650895019762
4536827,POI3,456.0393941531156
4536856,POI3,526.635600094437
4536873,POI4,34.64814534671211
4536975,POI3,365.59791951238543
4536993,POI1,238.2323821308324
4537042,POI3,1228.5762695462904
4537119,POI3,6.309314703756575
4537157,POI3,499.1818332742586
4537240,POI3,283.99208629355826
4537310,POI1,293.67825854831915
4537357,POI1,290.06345905926844
4537426,POI3,529.3238973059472
4537648,POI1,11.083115236913654
4537670,POI1,290.47183226188116
4537728,POI1,290.3264813685272
4537777,POI1,301.1838708718144
4537804,POI3,457.1367512183506
4537831,POI3,597.3787433319694
4537923,POI3,528.6784014638275
4537942,POI1,13.31777727357833
4538007,POI3,527.467127601349
4538059,POI3,2.0440517967615763
4538111,POI3,497.90365333347563
4538202,POI1,277.0133529465951
4538211,POI3,509.5854831131686
4538265,POI1,485.826658226202
4538348,POI4,269.296994419109
4538400,POI4,269.296994419109
4538477,POI1,11.96419470068555
4538554,POI1,296.1998957494164
4538577,POI1,273.99555960176883
4538622,POI1,822.315210855372
4538660,POI3,491.5112126348236
4538754,POI1,277.3138001630733
4538830,POI1,822.315210855372
4538882,POI1,807.5435631429528
4538975,POI3,498.24959913476687
4539053,POI3,590.2189157995682
4539149,POI3,566.8070989337489
4539241,POI3,530.9734514060614
4539333,POI1,10.546524308456297
4539408,POI1,281.5868715141226
4539480,POI1,279.4649002371474
4539574,POI3,590.2189157995682
4539735,POI3,7.6350879491174695
4539814,POI3,499.48269145806404
4539928,POI1,275.79200180059235
4540074,POI3,530.9734514060614
4540188,POI3,4.913474465515516
4540255,POI3,504.01526005755926
4540294,POI1,807.5468750297398
4540316,POI3,590.2189157995682
4540328,POI1,377.9104692786988
4540412,POI1,703.4199980710475
4540459,POI1,485.826658226202
4540492,POI1,5.401390619973968
4540544,POI1,480.7344500350864
4540660,POI3,4.913474465515516
4540807,POI1,9.311903597782548
4540933,POI1,9.806053114613244
4540995,POI1,292.16950648355305
4541039,POI1,8.021530248277635
4541117,POI3,502.6455016323314
4541193,POI3,511.5174400066322
4541287,POI3,159.2090468452078
4541367,POI1,279.67363029726664
4541370,POI3,464.41067570325947
4541436,POI1,273.99555960176883
4541506,POI1,22.24899993229786
4541518,POI3,495.4375044956862
4541570,POI3,127.74114487923596
4541655,POI3,161.6048011560087
4541681,POI3,497.62987664896207
4541716,POI3,497.62987664896207
4541815,POI1,298.3854841059005
4541856,POI1,279.67363029726664
4541913,POI1,31.37321467526348
4541993,POI3,829.8424049784569
4542053,POI3,505.72820877030165
4542144,POI3,493.93623239524476
4542215,POI3,531.3419869829984
4542273,POI4,70.81231717002578
4542393,POI1,279.67363029726664
4542437,POI3,503.7275302843556
4542519,POI3,502.693975649233
4542616,POI1,296.1998957494164
4542803,POI3,522.0193020213833
4542896,POI3,470.5450863202623
4543004,POI3,497.90365333347563
4543077,POI1,278.3847666498495
4543179,POI3,526.635600094437
4543187,POI1,279.67363029726664
4543271,POI3,34.54206088100001
4543313,POI1,273.99555960176883
4543389,POI3,522.8680548778876
4543459,POI1,822.315210855372
4543490,POI3,504.80795373329886
4543587,POI3,674.2601670429758
4543680,POI3,533.3646086669135
4543707,POI1,14.943991459161024
4543795,POI3,506.4845921963886
4543812,POI1,281.0964556634294
4543899,POI3,517.3546461374877
4544161,POI1,278.3847666498495
4544260,POI1,0.6501090803681895
4544322,POI3,503.7275302843556
4544493,POI1,485.826658226202
4544503,POI1,6.460267119357665
4544577,POI3,173.13874570016765
4544652,POI3,533.2462200931351
4544745,POI1,7.17137008905614
4544762,POI1,377.9484819173109
4544913,POI3,2.0440517967615763
4544995,POI3,638.1674265265882
4545079,POI1,7.594218369127383
4545146,POI3,675.7481451270384
4545195,POI3,674.3991122345761
4545255,POI3,676.0808358102129
4545330,POI3,601.406072732324
4545332,POI3,601.406072732324
4545416,POI3,601.406072732324
4545503,POI3,673.4610167954643
4545548,POI3,574.7565039488518
4545552,POI3,484.998776200001
4545609,POI3,830.3018286332347
4545626,POI3,569.6477373989126
4545651,POI3,829.8053231552144
4545705,POI3,597.2406506379064
4545752,POI3,503.7275302843556
4545805,POI1,139.33864359794393
4545807,POI3,489.24993432136625
4545847,POI3,634.7339960242028
4545925,POI3,674.3991122345761
4545953,POI3,674.3991122345761
4545997,POI3,830.3018286332347
4546068,POI3,830.3018286332347
4546150,POI3,835.1729098141858
4546236,POI3,835.1729098141858
4546337,POI3,676.0808358102129
4546471,POI3,769.6611559032152
4546585,POI1,281.41663429353383
4546665,POI3,677.3096549572074
4546723,POI3,832.955904477665
4546802,POI3,630.0605038467744
4546873,POI3,591.5603298000057
4546924,POI1,271.570022481164
4547001,POI3,832.955904477665
4547034,POI3,600.1549499664955
4547131,POI3,634.7339960242028
4547179,POI3,574.7565039488518
4547352,POI3,830.3018286332347
4547425,POI3,569.6477373989126
4547529,POI3,591.7690224737346
4547683,POI3,598.1304004974268
4547754,POI3,677.3096549572074
4547828,POI3,673.3328329702291
4547866,POI3,674.2112278398075
4547922,POI1,7.17137008905614
4547930,POI3,832.955904477665
4548012,POI3,589.0496797814328
4548076,POI3,594.2611725310654
4548199,POI3,836.6775934572111
4548318,POI3,830.3018286332347
4548408,POI1,279.8232450880142
4548444,POI3,676.0808358102129
4548524,POI3,591.5603298000057
4548529,POI3,591.5603298000057
4548559,POI3,757.8476724743814
4548577,POI3,2.0440517967615763
4548646,POI3,2.0440517967615763
4548710,POI3,680.4630539861636
4548765,POI3,671.3532920706175
4548784,POI3,573.3034899876187
4548821,POI3,597.5404191314042
4548869,POI3,596.9319139426246
4548963,POI3,596.9319139426246
4549028,POI3,673.3328329702291
4549058,POI3,680.4630539861636
4549093,POI3,573.3034899876187
4549128,POI3,674.2112278398075
4549153,POI3,673.3328329702291
4549228,POI3,673.3328329702291
4549253,POI3,671.5610518418072
4549413,POI3,17.216202015317243
4549465,POI3,674.2112278398075
4549533,POI3,674.2112278398075
4549592,POI3,597.2406506379064
4549619,POI3,674.2112278398075
4549651,POI3,600.6448575433946
4549734,POI1,277.3138001630733
4549759,POI3,674.2112278398075
4549947,POI3,674.1109048584508
4550099,POI3,680.4630539861636
4550156,POI3,595.620647967634
4550175,POI3,671.3532920706175
4550209,POI3,574.7565039488518
4550218,POI1,297.4706681929662
4550267,POI3,574.7565039488518
4550315,POI3,590.2189157995682
4550402,POI3,573.2728103037383
4550405,POI3,674.3991122345761
4550488,POI3,595.620647967634
4550544,POI3,671.2342130985057
4550602,POI3,675.7481451270384
4550772,POI3,675.7481451270384
4550872,POI3,597.2406506379064
4550897,POI3,596.9319139426246
4550906,POI3,671.2342130985057
4550969,POI3,596.9319139426246
4550996,POI3,677.0364038636149
4551001,POI3,671.3532920706175
4551115,POI3,501.5092834173515
4551235,POI3,597.3787433319694
4551302,POI3,574.7565039488518
4551370,POI3,667.225767591775
4551455,POI3,505.06269973021153
4551499,POI3,677.3096549572074
4551558,POI3,597.3787433319694
4551643,POI1,1.034390245732611
4551712,POI3,17.216202015317243
4551765,POI3,835.1729098141858
4551832,POI3,675.7481451270384
4551850,POI3,675.7481451270384
4551940,POI3,569.6477373989126
4551965,POI3,636.0412908907614
4551987,POI3,588.2795752836279
4552085,POI3,671.2342130985057
4552222,POI3,837.1234441062538
4552269,POI3,832.955904477665
4552270,POI3,677.3096549572074
4552278,POI3,835.1729098141858
4552286,POI3,677.3096549572074
4552352,POI3,672.990068198618
4552420,POI3,598.1304004974268
4552474,POI3,595.620647967634
4552564,POI3,680.2278980833036
4552577,POI3,597.5126024009461
4552664,POI3,224.56545711961374
4552762,POI3,677.3096549572074
4552833,POI3,594.7095447189165
4552908,POI3,574.7565039488518
4552991,POI3,839.3511438226404
4553085,POI3,597.3787433319694
4553128,POI3,597.3787433319694
4553222,POI3,680.2278980833036
4553317,POI3,574.7565039488518
4553333,POI3,574.7565039488518
4553416,POI3,595.620647967634
4553464,POI3,673.4610167954643
4553474,POI3,839.3511438226404
4553529,POI1,281.31172569650033
4553611,POI3,482.0971261665235
4553647,POI3,551.9442102826606
4553689,POI3,551.9442102826606
4553696,POI3,546.209773835953
4553791,POI3,548.2471146084781
4553849,POI3,508.0702112490697
4553900,POI3,503.7275302843556
4553903,POI3,832.955904477665
4553979,POI3,573.3034899876187
4554006,POI3,573.3034899876187
4554021,POI3,596.9319139426246
4554097,POI3,674.2112278398075
4554177,POI3,671.5610518418072
4554212,POI3,597.3787433319694
4554262,POI3,674.2112278398075
4554306,POI3,598.2674015732941
4554316,POI3,596.9319139426246
4554383,POI3,491.8222673734225
4554389,POI3,530.3272335570783
4554446,POI3,443.9763605114473
4554481,POI3,551.2572221504435
4554502,POI1,275.8406643288444
4554596,POI3,547.8772685732938
4554598,POI3,499.1818332742586
4554621,POI1,272.8600943355539
4554658,POI1,277.2030063343115
4554689,POI3,589.0496797814328
4554723,POI3,589.0496797814328
4554758,POI3,589.0496797814328
4554791,POI3,573.2728103037383
4554805,POI3,573.2728103037383
4554848,POI3,593.9675941667565
4554920,POI3,676.0808358102129
4554980,POI3,680.4630539861636
4554998,POI3,681.7448208446904
4555008,POI3,598.2674015732941
4555080,POI3,501.60853943532896
4555120,POI1,302.2064181847087
4555188,POI1,13.795676685660025
4555202,POI3,507.5901725237495
4555220,POI3,1229.0384947301498
4555299,POI3,524.1323027408845
4555325,POI1,293.67825854831915
4555409,POI3,9.458003326954211
4555485,POI1,272.07444697562806
4555569,POI3,595.5657374918829
4555697,POI3,671.5610518418072
4555741,POI3,594.7095447189165
4555855,POI3,830.3018286332347
4556044,POI3,165.7504721585832
4556131,POI3,535.0801330719088
4556166,POI3,507.1749434252697
4556254,POI3,546.9676274507003
4556332,POI3,5.191104777728438
4556368,POI3,535.4884919672303
4556455,POI3,505.72820877030165
4556527,POI3,548.2471146084781
4556558,POI3,29.052802920407412
4556611,POI1,373.9503934179628
4556639,POI3,29.052802920407412
4556688,POI1,480.7344500350864
4556694,POI1,480.7344500350864
4556952,POI3,595.620647967634
4557052,POI3,601.649663801374
4557124,POI3,595.620647967634
4557125,POI3,673.3328329702291
4557168,POI3,507.5901725237495
4557216,POI3,507.5901725237495
4557307,POI3,452.19393260755925
4557354,POI3,504.46446273194306
4557405,POI3,170.83010699220375
4557657,POI3,470.54463500976465
4557699,POI3,522.4283820532825
4557841,POI3,530.9734514060614
4557911,POI1,297.09166784753415
4557949,POI1,272.31218005096935
4558050,POI1,277.3138001630733
4558063,POI3,525.1338275185442
4558116,POI1,376.79106618302256
4558156,POI1,7.17137008905614
4558203,POI1,1202.7108981832619
4558278,POI1,272.07444697562806
4558341,POI1,292.3439310602433
4558381,POI3,8.487971686762284
4558444,POI3,496.34922110136324
4558522,POI1,270.38494254023504
4558607,POI1,15.237724944251148
4558675,POI1,275.8406643288444
4558732,POI1,278.8163567921862
4558738,POI1,268.7588679967722
4558784,POI1,143.80708854102082
4558811,POI1,895.5540024356885
4558827,POI1,7.454490418152641
4558856,POI3,496.34922110136324
4558865,POI1,23.287865899364455
4558904,POI3,554.0827095761728
4558907,POI1,11.490435904700313
4558937,POI3,505.40655467395135
4558952,POI3,494.32343203476347
4558998,POI1,268.5767635663533
4559041,POI3,1228.5762695462904
4559093,POI3,496.34922110136324
4559097,POI1,281.6567349186316
4559173,POI1,377.82378798634636
4559184,POI3,441.4431816023541
4559268,POI3,427.28273960443835
4559356,POI3,470.5450863202623
4559366,POI3,470.5450863202623
4559418,POI1,281.82796023814177
4559493,POI3,427.28273960443835
4559592,POI3,571.9453666494355
4559622,POI3,273.4697053151551
4559664,POI3,580.4127402865989
4559694,POI3,583.7353988858309
4559786,POI3,492.5333200844163
4559863,POI3,496.6301951478602
4559896,POI3,663.2983674618571
4559939,POI3,580.1366443672624
4559950,POI3,1457.187139986771
4560034,POI3,275.72280822773865
4560048,POI3,438.3371621609529
4560163,POI3,1228.5762695462904
4560204,POI3,580.4127402865989
4560318,POI1,277.3138001630733
4560361,POI3,499.65695012622814
4560458,POI3,273.49869971380934
4560480,POI3,277.5378930537656
4560636,POI3,580.4127402865989
4560702,POI1,281.41663429353383
4560799,POI3,273.4697053151551
4560821,POI3,1230.5976458114403
4560832,POI3,269.4959626121684
4560879,POI3,460.1388066136379
4560931,POI3,1230.5976458114403
4561012,POI3,1231.6557042597483
4561048,POI3,275.72280822773865
4561077,POI3,580.6981184869863
4561168,POI3,519.0093641166836
4561220,POI3,427.28273960443835
4561306,POI3,492.5333200844163
4561335,POI3,275.72280822773865
4561388,POI3,452.70056114878895
4561413,POI3,427.28273960443835
4561428,POI3,494.32343203476347
4561518,POI3,1231.6557042597483
4561597,POI3,584.6930810080762
4561634,POI3,275.72280822773865
4561709,POI3,275.72280822773865
4561783,POI3,492.26921183457847
4561881,POI3,275.72280822773865
4561953,POI3,492.5333200844163
4562107,POI3,271.2250893398762
4562117,POI3,269.7406912064589
4562215,POI3,498.745850699985
4562294,POI3,498.745850699985
4562336,POI3,498.745850699985
4562393,POI3,497.8521396456694
4562400,POI1,1.599423270346464
4562476,POI3,1228.5762695462904
4562477,POI3,496.6301951478602
4562488,POI3,275.72280822773865
4562560,POI3,275.72280822773865
4562574,POI3,1228.5762695462904
4562647,POI3,494.32343203476347
4562715,POI3,275.72280822773865
4562744,POI1,1.599423270346464
4562841,POI1,3.216034711201863
4562851,POI3,269.7406912064589
4562945,POI3,269.7406912064589
4562980,POI1,1478.6417214377886
4563064,POI3,275.72280822773865
4563151,POI3,583.4150671972759
4563224,POI3,275.72280822773865
4563490,POI3,438.3371621609529
4563635,POI3,271.2250893398762
4563701,POI1,11.489804205656505
4563770,POI3,271.2250893398762
4563820,POI1,275.5217774711955
4563989,POI3,533.3646086669135
4564108,POI3,504.06333182558234
4564193,POI3,533.2462200931351
4564231,POI3,502.6455016323314
4564352,POI3,580.4127402865989
4564395,POI3,470.5450863202623
4564486,POI3,1230.8056247722218
4564552,POI1,279.4649002371474
4564648,POI3,507.92591183330273
4564753,POI3,269.7406912064589
4564836,POI1,272.8600943355539
4564883,POI1,281.82796023814177
4564963,POI3,165.18089530152648
4564984,POI3,179.96905751048712
4564996,POI3,269.7406912064589
4565044,POI1,8.410012289816365
4565098,POI4,68.23979937266076
4565145,POI3,426.96948205294547
4565166,POI3,457.9792316399065
4565229,POI1,7.9947433255823075
4565230,POI3,502.6455016323314
4565315,POI3,580.4127402865989
4565325,POI1,8.016683635505535
4565518,POI3,580.6981184869863
4565577,POI3,501.2013365405607
4565609,POI3,502.6455016323314
4565629,POI3,502.6455016323314
4565680,POI3,502.6455016323314
4565702,POI3,492.5333200844163
4565710,POI3,1232.0065409943552
4565712,POI3,1230.5976458114403
4565797,POI3,1230.5976458114403
4565895,POI3,505.723302283903
4565930,POI1,290.06345905926844
4566008,POI3,171.4264964919539
4566104,POI3,816.5475146481737
4566152,POI1,314.78255630136596
4566247,POI1,270.38494254023504
4566292,POI3,522.8598800591233
4566315,POI3,504.6226622417984
4566391,POI3,165.7504721585832
4566446,POI3,1.4393679114396092
4566476,POI3,1.4393679114396092
4566513,POI3,273.4697053151551
4566599,POI3,938.0088868501069
4566692,POI3,457.9792316399065
4566845,POI3,269.7406912064589
4566856,POI3,492.5333200844163
4566903,POI3,273.0055801989725
4566942,POI1,1.9407686570101919
4567026,POI3,502.6455016323314
4567053,POI3,12.858756035001294
4567101,POI3,402.736324064729
4567112,POI3,580.1366443672624
4567168,POI3,273.4697053151551
4567232,POI1,152.18541457549892
4567275,POI1,288.51721239974023
4567319,POI1,279.4649002371474
4567351,POI3,493.2611654144543
4567385,POI3,165.7504721585832
4567389,POI3,535.3775862489452
4567463,POI3,478.5924563314328
4567561,POI1,10.95958907889055
4567716,POI3,502.6455016323314
4567733,POI3,269.7406912064589
4567776,POI3,505.0006458060491
4567805,POI3,492.5333200844163
4567833,POI3,674.2601670429758
4567878,POI3,674.2601670429758
4567961,POI3,674.2601670429758
4568036,POI3,457.9792316399065
4568192,POI3,275.72280822773865
4568259,POI3,553.7878447140683
4568443,POI3,273.0055801989725
4568522,POI3,273.0055801989725
4568550,POI3,502.6455016323314
4568572,POI3,687.0426760383111
4568619,POI3,243.13273957285975
4568655,POI3,1230.5976458114403
4568739,POI1,809.1038670593093
4568795,POI3,503.7232841642526
4568858,POI3,485.73428555743294
4568918,POI3,497.8521396456694
4568964,POI3,516.3560714022489
4569004,POI3,478.5924563314328
4569090,POI3,478.5924563314328
4569115,POI3,496.3347581314709
4569188,POI3,502.6455016323314
4569221,POI3,492.5333200844163
4569240,POI1,10.95958907889055
4569325,POI3,502.6455016323314
4569351,POI3,1230.5976458114403
4569359,POI3,492.5333200844163
4569376,POI3,674.2601670429758
4569381,POI3,674.2601670429758
4569392,POI3,269.7406912064589
4569450,POI3,273.0055801989725
4569534,POI3,1229.5597722166117
4569618,POI3,533.2462200931351
4569629,POI3,496.6301951478602
4569694,POI3,457.9792316399065
4569820,POI3,457.9792316399065
4569968,POI3,457.9792316399065
4570017,POI3,154.78593598876859
4570055,POI3,498.745850699985
4570061,POI3,457.9792316399065
4570096,POI3,457.9792316399065
